DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2016-2017 Playoffs Season,5/19/17,Kyrie Irving,PG,Cleveland,Boston,R,29.7,8,11,3,6,4,5,0,1,1,3,2,1,4,1,23
2016-2017 Playoffs Season,5/19/17,Kyle Korver,SG,Cleveland,Boston,R,12.4,2,5,2,5,2,2,0,1,1,0,1,0,0,0,8
2016-2017 Playoffs Season,5/19/17,Richard Jefferson,SF,Cleveland,Boston,R,19.2,3,7,2,4,2,4,2,3,5,1,0,0,1,2,10
2016-2017 Playoffs Season,5/19/17,Iman Shumpert,SG,Cleveland,Boston,R,12.3,2,2,2,2,1,2,1,4,5,3,2,2,1,0,7
2016-2017 Playoffs Season,5/19/17,Deron Williams,PG,Cleveland,Boston,R,16.6,2,4,0,2,0,0,0,3,3,6,2,2,0,0,4
2016-2017 Playoffs Season,5/19/17,Channing Frye,C,Cleveland,Boston,R,13.8,3,6,1,2,0,0,0,1,1,3,2,0,1,0,7
2016-2017 Playoffs Season,5/19/17,James Jones,SF,Cleveland,Boston,R,9.5,0,2,0,1,0,0,0,1,1,0,3,0,1,0,0
2016-2017 Playoffs Season,5/19/17,Derrick Williams,SF,Cleveland,Boston,R,9.5,2,4,0,1,0,0,1,0,1,1,0,0,0,0,4
2016-2017 Playoffs Season,5/19/17,Dahntay Jones,SF,Cleveland,Boston,R,5.8,0,2,0,0,0,0,0,2,2,1,0,0,0,0,0
2016-2017 Playoffs Season,5/19/17,Gerald Green,SG,Boston,Cleveland,H,14.2,2,4,2,3,0,0,0,0,0,0,1,0,1,0,6
2016-2017 Playoffs Season,5/19/17,Jae Crowder,SF,Boston,Cleveland,H,22.7,3,9,1,4,2,2,0,4,4,1,1,1,1,0,9
2016-2017 Playoffs Season,5/19/17,Al Horford,C,Boston,Cleveland,H,27.3,4,9,2,4,1,2,1,4,5,2,1,0,3,2,11
2016-2017 Playoffs Season,5/19/17,Avery Bradley,SG,Boston,Cleveland,H,31.9,6,17,1,5,0,0,2,1,3,0,3,0,0,0,13
2016-2017 Playoffs Season,5/19/17,Isaiah Thomas,PG,Boston,Cleveland,H,17.6,0,6,0,2,2,2,0,3,3,6,0,0,1,0,2
2016-2017 Playoffs Season,5/19/17,Marcus Smart,PG,Boston,Cleveland,H,24.9,0,6,0,1,4,4,2,3,5,7,4,1,3,1,4
2016-2017 Playoffs Season,5/19/17,Jaylen Brown,SF,Boston,Cleveland,H,23.7,7,11,0,2,5,5,1,3,4,1,5,2,3,0,19
2016-2017 Playoffs Season,5/19/17,Kelly Olynyk,C,Boston,Cleveland,H,7.9,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0
2016-2017 Playoffs Season,5/19/17,Terry Rozier,PG,Boston,Cleveland,H,18.1,2,5,2,4,0,0,0,1,1,3,0,0,3,0,6
2016-2017 Playoffs Season,5/19/17,Jonas Jerebko,PF,Boston,Cleveland,H,16.2,2,4,0,1,0,0,1,1,2,2,0,0,0,0,4
2016-2017 Playoffs Season,5/19/17,Amir Johnson,PF,Boston,Cleveland,H,11.9,1,4,0,0,0,0,1,2,3,1,1,2,1,0,2
2016-2017 Playoffs Season,5/19/17,Tyler Zeller,C,Boston,Cleveland,H,14.2,4,6,0,0,0,0,2,2,4,0,1,0,2,1,8
2016-2017 Playoffs Season,5/19/17,Jordan Mickey,PF,Boston,Cleveland,H,9.5,1,3,0,0,0,0,0,5,5,0,1,0,1,0,2
2016-2017 Playoffs Season,5/20/17,Kevin Durant,SF,Golden State,San Antonio,R,38.1,11,19,3,5,8,10,0,10,10,4,3,2,7,1,33
2016-2017 Playoffs Season,5/20/17,Draymond Green,PF,Golden State,San Antonio,R,33.9,4,6,0,0,2,3,2,5,7,7,5,1,3,2,10
2016-2017 Playoffs Season,5/20/17,JaVale McGee,C,Golden State,San Antonio,R,13,6,9,0,0,4,6,1,0,1,0,1,0,1,1,16
2016-2017 Playoffs Season,5/20/17,Klay Thompson,SG,Golden State,San Antonio,R,36.1,7,15,3,6,0,0,1,5,6,2,2,0,0,0,17
2016-2017 Playoffs Season,5/20/17,Stephen Curry,PG,Golden State,San Antonio,R,33.5,8,15,3,7,2,2,1,4,5,3,3,6,5,0,21
2016-2017 Playoffs Season,5/20/17,Andre Iguodala,SF,Golden State,San Antonio,R,18.8,1,4,0,3,0,0,0,2,2,1,2,0,0,0,2
2016-2017 Playoffs Season,5/20/17,Matt Barnes,SF,Golden State,San Antonio,R,4.7,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
2016-2017 Playoffs Season,5/20/17,Ian Clark,SG,Golden State,San Antonio,R,15.6,3,5,1,3,0,0,1,1,2,0,1,0,1,0,7
2016-2017 Playoffs Season,5/20/17,Shaun Livingston,PG,Golden State,San Antonio,R,14.8,1,2,0,0,0,0,2,1,3,1,1,0,2,0,2
2016-2017 Playoffs Season,5/20/17,David West,PF,Golden State,San Antonio,R,17.9,2,3,1,1,1,1,0,4,4,5,4,0,2,1,6
2016-2017 Playoffs Season,5/20/17,Patrick McCaw,SG,Golden State,San Antonio,R,11.4,3,5,0,1,0,0,1,1,2,0,0,2,0,0,6
2016-2017 Playoffs Season,5/20/17,James Michael McAdoo,PF,Golden State,San Antonio,R,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-2017 Playoffs Season,5/20/17,Jonathon Simmons,SG,San Antonio,Golden State,H,34.4,7,17,0,4,0,0,0,1,1,5,3,1,1,0,14
2016-2017 Playoffs Season,5/20/17,Kyle Anderson,SG,San Antonio,Golden State,H,20,3,3,0,0,0,0,2,7,9,5,3,0,1,1,6
2016-2017 Playoffs Season,5/20/17,LaMarcus Aldridge,PF,San Antonio,Golden State,H,28.4,7,17,1,2,3,4,2,3,5,1,2,0,1,2,18
2016-2017 Playoffs Season,5/20/17,Danny Green,SG,San Antonio,Golden State,H,32.5,3,11,1,5,0,0,2,6,8,2,3,1,4,0,7
2016-2017 Playoffs Season,5/20/17,Patty Mills,PG,San Antonio,Golden State,H,32.6,2,10,1,4,2,2,0,1,1,6,1,2,1,0,7
2016-2017 Playoffs Season,5/20/17,Manu Ginobili,SG,San Antonio,Golden State,H,17.8,7,9,2,3,5,8,0,1,1,2,3,1,0,0,21
2016-2017 Playoffs Season,5/20/17,David Lee,PF,San Antonio,Golden State,H,2.3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,4
2016-2017 Playoffs Season,5/20/17,Davis Bertans,PF,San Antonio,Golden State,H,20.3,1,3,0,2,0,0,2,2,4,0,1,2,1,0,2
2016-2017 Playoffs Season,5/20/17,Joel Anthony,C,San Antonio,Golden State,H,0.9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2016-2017 Playoffs Season,5/20/17,Pau Gasol,C,San Antonio,Golden State,H,20.6,6,11,0,1,0,0,4,6,10,1,3,0,2,0,12
2016-2017 Playoffs Season,5/20/17,Dejounte Murray,PG,San Antonio,Golden State,H,18,4,6,0,0,2,4,0,2,2,0,0,2,2,0,10
2016-2017 Playoffs Season,5/20/17,Dewayne Dedmon,C,San Antonio,Golden State,H,6.7,2,3,0,0,3,6,3,1,4,0,1,1,1,0,7
2016-2017 Playoffs Season,5/20/17,Bryn Forbes,SG,San Antonio,Golden State,H,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-2017 Playoffs Season,5/21/17,Jae Crowder,SF,Boston,Cleveland,R,39.8,6,14,2,8,0,0,2,9,11,3,4,3,1,0,14
2016-2017 Playoffs Season,5/21/17,Amir Johnson,PF,Boston,Cleveland,R,9.3,1,1,0,0,0,0,2,0,2,0,2,0,0,0,2
2016-2017 Playoffs Season,5/21/17,Al Horford,C,Boston,Cleveland,R,36,7,18,2,6,0,0,0,2,2,6,3,1,1,0,16
2016-2017 Playoffs Season,5/21/17,Avery Bradley,SG,Boston,Cleveland,R,42,8,23,3,8,1,2,1,2,3,4,1,2,0,0,20
2016-2017 Playoffs Season,5/21/17,Marcus Smart,PG,Boston,Cleveland,R,41.5,8,14,7,10,4,6,2,3,5,7,1,2,2,1,27
2016-2017 Playoffs Season,5/21/17,Tyler Zeller,C,Boston,Cleveland,R,7.4,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0
2016-2017 Playoffs Season,5/21/17,Jaylen Brown,SF,Boston,Cleveland,R,12.8,0,3,0,1,0,0,0,2,2,1,3,1,1,1,0
2016-2017 Playoffs Season,5/21/17,Terry Rozier,PG,Boston,Cleveland,R,8.2,1,2,0,0,0,0,1,1,2,0,1,1,3,0,2
2016-2017 Playoffs Season,5/21/17,Kelly Olynyk,C,Boston,Cleveland,R,23.1,5,8,1,3,4,4,1,2,3,2,4,0,0,0,15
2016-2017 Playoffs Season,5/21/17,Gerald Green,SG,Boston,Cleveland,R,7.4,2,4,1,2,0,0,0,2,2,1,1,0,1,0,5
2016-2017 Playoffs Season,5/21/17,Jonas Jerebko,PF,Boston,Cleveland,R,12.5,4,4,2,2,0,0,1,4,5,1,3,0,0,1,10
2016-2017 Playoffs Season,5/21/17,LeBron James,SF,Cleveland,Boston,H,45.1,4,13,0,4,3,6,1,5,6,6,2,1,6,1,11
2016-2017 Playoffs Season,5/21/17,Kevin Love,PF,Cleveland,Boston,H,35.8,8,16,7,13,5,6,1,9,10,3,2,0,2,3,28
2016-2017 Playoffs Season,5/21/17,Tristan Thompson,C,Cleveland,Boston,H,42.2,3,4,0,0,12,15,7,6,13,1,1,0,2,1,18
2016-2017 Playoffs Season,5/21/17,JR Smith,SG,Cleveland,Boston,H,33.1,4,8,4,8,1,2,1,7,8,0,2,0,0,0,13
2016-2017 Playoffs Season,5/21/17,Kyrie Irving,PG,Cleveland,Boston,H,40.1,10,15,4,6,5,5,0,2,2,7,1,1,3,0,29
2016-2017 Playoffs Season,5/21/17,Iman Shumpert,SG,Cleveland,Boston,H,15.6,2,4,0,2,2,2,0,4,4,2,1,0,0,0,6
2016-2017 Playoffs Season,5/21/17,Kyle Korver,SG,Cleveland,Boston,H,14.9,1,5,1,5,0,0,0,1,1,0,1,2,0,0,3
2016-2017 Playoffs Season,5/21/17,Richard Jefferson,SF,Cleveland,Boston,H,4.3,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0
2016-2017 Playoffs Season,5/21/17,Deron Williams,PG,Cleveland,Boston,H,8.9,0,2,0,0,0,0,0,1,1,2,1,1,2,0,0
2016-2017 Playoffs Season,5/22/17,Kevin Durant,SF,Golden State,San Antonio,R,37.6,10,13,2,4,7,7,1,11,12,4,3,0,5,1,29
2016-2017 Playoffs Season,5/22/17,Patrick McCaw,SG,Golden State,San Antonio,R,17,2,4,2,4,0,0,1,3,4,2,3,0,0,1,6
2016-2017 Playoffs Season,5/22/17,Draymond Green,PF,Golden State,San Antonio,R,34.1,5,10,2,5,4,6,0,8,8,8,3,2,2,0,16
2016-2017 Playoffs Season,5/22/17,Klay Thompson,SG,Golden State,San Antonio,R,33.9,3,13,1,5,3,4,0,6,6,1,2,0,0,0,10
2016-2017 Playoffs Season,5/22/17,Stephen Curry,PG,Golden State,San Antonio,R,33.9,14,24,5,13,3,3,0,5,5,6,2,0,6,0,36
2016-2017 Playoffs Season,5/22/17,JaVale McGee,C,Golden State,San Antonio,R,6.9,1,1,0,0,0,0,1,2,3,0,1,0,1,1,2
2016-2017 Playoffs Season,5/22/17,Andre Iguodala,SF,Golden State,San Antonio,R,22.4,3,6,0,2,1,3,1,5,6,3,3,2,2,0,7
2016-2017 Playoffs Season,5/22/17,Shaun Livingston,PG,Golden State,San Antonio,R,14.9,2,2,0,0,1,2,0,1,1,2,5,0,0,0,5
2016-2017 Playoffs Season,5/22/17,David West,PF,Golden State,San Antonio,R,13.7,2,2,0,0,0,0,0,3,3,1,2,0,0,0,4
2016-2017 Playoffs Season,5/22/17,Ian Clark,SG,Golden State,San Antonio,R,17.9,5,10,2,6,0,0,1,1,2,2,0,2,1,0,12
2016-2017 Playoffs Season,5/22/17,Matt Barnes,SF,Golden State,San Antonio,R,3.3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2016-2017 Playoffs Season,5/22/17,James Michael McAdoo,PF,Golden State,San Antonio,R,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/22/17,Damian Jones,C,Golden State,San Antonio,R,1.9,1,1,0,0,0,0,0,2,2,0,0,1,0,0,2
2016-2017 Playoffs Season,5/22/17,Jonathon Simmons,SG,San Antonio,Golden State,H,24.5,5,15,1,3,2,4,1,4,5,4,3,1,0,1,13
2016-2017 Playoffs Season,5/22/17,Manu Ginobili,SG,San Antonio,Golden State,H,32.2,6,12,1,4,2,2,1,0,1,7,4,3,1,0,15
2016-2017 Playoffs Season,5/22/17,LaMarcus Aldridge,PF,San Antonio,Golden State,H,22,4,11,0,0,0,0,2,5,7,3,2,0,0,0,8
2016-2017 Playoffs Season,5/22/17,Danny Green,SG,San Antonio,Golden State,H,22.5,3,8,2,6,1,1,1,3,4,3,1,1,0,1,9
2016-2017 Playoffs Season,5/22/17,Patty Mills,PG,San Antonio,Golden State,H,30.1,4,13,3,9,3,3,1,3,4,3,1,0,3,1,14
2016-2017 Playoffs Season,5/22/17,Kyle Anderson,SG,San Antonio,Golden State,H,27,8,14,1,2,3,4,1,5,6,2,1,4,0,0,20
2016-2017 Playoffs Season,5/22/17,Dejounte Murray,PG,San Antonio,Golden State,H,29.1,2,7,0,0,5,7,1,1,2,7,3,5,3,0,9
2016-2017 Playoffs Season,5/22/17,Bryn Forbes,SG,San Antonio,Golden State,H,23.9,2,8,0,1,4,4,0,1,1,0,1,0,1,1,8
2016-2017 Playoffs Season,5/22/17,Pau Gasol,C,San Antonio,Golden State,H,23.1,6,8,0,0,2,3,3,6,9,3,3,0,0,0,14
2016-2017 Playoffs Season,5/22/17,Dewayne Dedmon,C,San Antonio,Golden State,H,2.9,0,0,0,0,3,4,0,1,1,1,0,0,0,0,3
2016-2017 Playoffs Season,5/22/17,Davis Bertans,PF,San Antonio,Golden State,H,2.9,1,1,0,0,0,0,0,1,1,0,1,0,0,0,2
2016-2017 Playoffs Season,5/23/17,Jae Crowder,SF,Boston,Cleveland,R,40.2,6,12,4,7,2,2,1,7,8,4,3,0,2,0,18
2016-2017 Playoffs Season,5/23/17,Kelly Olynyk,C,Boston,Cleveland,R,25.9,7,14,0,2,1,1,2,3,5,3,3,1,2,2,15
2016-2017 Playoffs Season,5/23/17,Al Horford,C,Boston,Cleveland,R,36.9,7,11,1,3,1,2,0,3,3,7,2,1,2,0,16
2016-2017 Playoffs Season,5/23/17,Avery Bradley,SG,Boston,Cleveland,R,38.9,7,19,1,7,4,4,0,5,5,3,4,2,2,0,19
2016-2017 Playoffs Season,5/23/17,Marcus Smart,PG,Boston,Cleveland,R,39.6,1,9,1,5,5,5,1,0,1,6,1,1,3,0,8
2016-2017 Playoffs Season,5/23/17,Jonas Jerebko,PF,Boston,Cleveland,R,20.9,2,4,1,3,4,4,1,4,5,0,1,1,0,0,9
2016-2017 Playoffs Season,5/23/17,Jaylen Brown,SF,Boston,Cleveland,R,20,3,5,1,1,2,2,0,0,0,0,1,0,1,0,9
2016-2017 Playoffs Season,5/23/17,Terry Rozier,PG,Boston,Cleveland,R,15.5,2,5,1,3,0,0,2,0,2,3,0,1,0,0,5
2016-2017 Playoffs Season,5/23/17,Tyler Zeller,C,Boston,Cleveland,R,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/23/17,LeBron James,SF,Cleveland,Boston,H,38.3,15,27,1,6,3,4,0,5,5,6,4,1,5,1,34
2016-2017 Playoffs Season,5/23/17,Kevin Love,PF,Cleveland,Boston,H,42,6,13,3,5,2,2,2,15,17,5,3,1,1,2,17
2016-2017 Playoffs Season,5/23/17,Tristan Thompson,C,Cleveland,Boston,H,37.1,3,4,0,0,1,2,1,6,7,0,2,0,1,1,7
2016-2017 Playoffs Season,5/23/17,JR Smith,SG,Cleveland,Boston,H,26.4,2,4,1,2,0,0,1,0,1,3,2,2,0,0,5
2016-2017 Playoffs Season,5/23/17,Kyrie Irving,PG,Cleveland,Boston,H,41.5,15,22,4,7,8,9,0,3,3,4,2,0,3,0,42
2016-2017 Playoffs Season,5/23/17,Richard Jefferson,SF,Cleveland,Boston,H,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2016-2017 Playoffs Season,5/23/17,Deron Williams,PG,Cleveland,Boston,H,18.2,1,2,0,1,0,0,0,1,1,1,0,1,2,0,2
2016-2017 Playoffs Season,5/23/17,Kyle Korver,SG,Cleveland,Boston,H,20.2,0,0,0,0,0,0,0,3,3,4,1,0,0,0,0
2016-2017 Playoffs Season,5/23/17,Iman Shumpert,SG,Cleveland,Boston,H,10.5,2,2,1,1,0,0,0,0,0,0,1,0,1,0,5
2016-2017 Playoffs Season,5/25/17,LeBron James,SF,Cleveland,Boston,R,34.7,13,18,4,7,5,8,1,7,8,8,4,3,2,1,35
2016-2017 Playoffs Season,5/25/17,Kevin Love,PF,Cleveland,Boston,R,28,5,13,3,7,2,2,2,9,11,3,2,4,1,1,15
2016-2017 Playoffs Season,5/25/17,Tristan Thompson,C,Cleveland,Boston,R,29.1,1,3,0,0,4,4,1,4,5,1,0,0,0,1,6
2016-2017 Playoffs Season,5/25/17,JR Smith,SG,Cleveland,Boston,R,23.8,2,4,1,3,1,2,0,1,1,0,4,2,1,0,6
2016-2017 Playoffs Season,5/25/17,Kyrie Irving,PG,Cleveland,Boston,R,31.6,9,15,4,8,2,2,1,1,2,7,0,2,3,0,24
2016-2017 Playoffs Season,5/25/17,Kyle Korver,SG,Cleveland,Boston,R,11.8,2,4,2,4,1,1,0,0,0,0,2,0,2,0,7
2016-2017 Playoffs Season,5/25/17,Richard Jefferson,SF,Cleveland,Boston,R,14.9,3,5,1,3,2,2,0,3,3,1,5,0,1,0,9
2016-2017 Playoffs Season,5/25/17,Deron Williams,PG,Cleveland,Boston,R,17.1,5,6,2,3,2,2,0,0,0,0,1,0,0,0,14
2016-2017 Playoffs Season,5/25/17,Iman Shumpert,SG,Cleveland,Boston,R,12.5,2,3,0,0,0,0,0,3,3,0,0,1,0,1,4
2016-2017 Playoffs Season,5/25/17,Channing Frye,C,Cleveland,Boston,R,12,2,6,2,5,0,0,0,2,2,2,0,1,0,0,6
2016-2017 Playoffs Season,5/25/17,Derrick Williams,SF,Cleveland,Boston,R,8.2,1,2,0,0,0,0,0,0,0,2,0,0,1,0,2
2016-2017 Playoffs Season,5/25/17,Dahntay Jones,SF,Cleveland,Boston,R,8.2,2,4,0,0,1,1,0,1,1,0,3,0,0,1,5
2016-2017 Playoffs Season,5/25/17,James Jones,SF,Cleveland,Boston,R,8.2,1,2,0,1,0,0,1,1,2,0,0,0,0,0,2
2016-2017 Playoffs Season,5/25/17,Jae Crowder,SF,Boston,Cleveland,H,28.5,3,8,0,1,5,7,1,5,6,3,4,0,0,1,11
2016-2017 Playoffs Season,5/25/17,Kelly Olynyk,C,Boston,Cleveland,H,18.5,2,8,1,2,2,2,3,1,4,2,1,1,2,1,7
2016-2017 Playoffs Season,5/25/17,Al Horford,C,Boston,Cleveland,H,26.9,4,8,0,0,0,0,2,1,3,1,3,0,3,0,8
2016-2017 Playoffs Season,5/25/17,Avery Bradley,SG,Boston,Cleveland,H,31.9,10,20,2,5,1,1,1,3,4,1,1,0,2,0,23
2016-2017 Playoffs Season,5/25/17,Marcus Smart,PG,Boston,Cleveland,H,25.4,2,7,2,5,0,0,1,4,5,2,3,1,5,0,6
2016-2017 Playoffs Season,5/25/17,Jonas Jerebko,PF,Boston,Cleveland,H,8.3,1,2,1,2,0,0,0,2,2,0,2,1,2,0,3
2016-2017 Playoffs Season,5/25/17,Terry Rozier,PG,Boston,Cleveland,H,34.4,4,13,0,5,2,3,1,3,4,7,3,2,1,0,10
2016-2017 Playoffs Season,5/25/17,Jaylen Brown,SF,Boston,Cleveland,H,8.6,2,3,0,0,3,5,0,0,0,1,0,0,1,0,7
2016-2017 Playoffs Season,5/25/17,Gerald Green,SG,Boston,Cleveland,H,21.3,4,8,3,6,3,3,0,2,2,0,3,2,1,1,14
2016-2017 Playoffs Season,5/25/17,Amir Johnson,PF,Boston,Cleveland,H,6.4,0,0,0,0,1,2,2,1,3,0,0,0,0,0,1
2016-2017 Playoffs Season,5/25/17,Tyler Zeller,C,Boston,Cleveland,H,12,2,3,0,0,0,0,1,2,3,2,1,0,1,1,4
2016-2017 Playoffs Season,5/25/17,James Young,SG,Boston,Cleveland,H,9.7,2,4,2,4,0,0,0,3,3,1,0,0,0,0,6
2016-2017 Playoffs Season,5/25/17,Jordan Mickey,PF,Boston,Cleveland,H,8.2,1,2,0,0,0,0,0,0,0,0,2,0,0,1,2
2016-2017 Playoffs Season,6/1/17,LeBron James,SF,Cleveland,Golden State,R,40,9,20,2,6,8,12,3,12,15,8,4,0,8,2,28
2016-2017 Playoffs Season,6/1/17,Kevin Love,PF,Cleveland,Golden State,R,34.2,4,13,3,6,4,4,5,16,21,1,4,0,1,3,15
2016-2017 Playoffs Season,6/1/17,Tristan Thompson,C,Cleveland,Golden State,R,22.4,0,3,0,0,0,0,3,1,4,2,2,0,1,0,0
2016-2017 Playoffs Season,6/1/17,JR Smith,SG,Cleveland,Golden State,R,28.2,1,4,1,2,0,0,0,0,0,0,1,0,2,0,3
2016-2017 Playoffs Season,6/1/17,Kyrie Irving,PG,Cleveland,Golden State,R,34.9,10,22,3,4,1,1,3,0,3,2,3,0,4,1,24
2016-2017 Playoffs Season,6/1/17,Deron Williams,PG,Cleveland,Golden State,R,18.5,0,4,0,2,0,0,0,3,3,1,3,0,2,0,0
2016-2017 Playoffs Season,6/1/17,Richard Jefferson,SF,Cleveland,Golden State,R,14.8,3,6,0,2,3,4,1,3,4,0,5,0,2,0,9
2016-2017 Playoffs Season,6/1/17,Iman Shumpert,SG,Cleveland,Golden State,R,16.8,2,6,1,3,0,0,0,5,5,0,1,0,0,0,5
2016-2017 Playoffs Season,6/1/17,Kyle Korver,SG,Cleveland,Golden State,R,19.7,0,3,0,3,0,0,0,4,4,1,0,0,0,0,0
2016-2017 Playoffs Season,6/1/17,Derrick Williams,SF,Cleveland,Golden State,R,4.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,6/1/17,Dahntay Jones,SF,Cleveland,Golden State,R,4.1,1,2,1,2,4,4,0,0,0,0,0,0,0,0,7
2016-2017 Playoffs Season,6/1/17,James Jones,SF,Cleveland,Golden State,R,2.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,6/1/17,Kevin Durant,SF,Golden State,Cleveland,H,37.6,14,26,3,6,7,8,2,6,8,8,1,0,0,0,38
2016-2017 Playoffs Season,6/1/17,Draymond Green,PF,Golden State,Cleveland,H,36.2,3,12,1,5,2,3,1,10,11,2,4,2,2,1,9
2016-2017 Playoffs Season,6/1/17,Zaza Pachulia,C,Golden State,Cleveland,H,14.4,4,5,0,0,0,1,2,4,6,0,3,2,0,0,8
2016-2017 Playoffs Season,6/1/17,Klay Thompson,SG,Golden State,Cleveland,H,36.4,3,16,0,5,0,0,2,1,3,4,3,1,0,0,6
2016-2017 Playoffs Season,6/1/17,Stephen Curry,PG,Golden State,Cleveland,H,34.5,11,22,6,11,0,0,1,5,6,10,3,3,2,0,28
2016-2017 Playoffs Season,6/1/17,Andre Iguodala,SF,Golden State,Cleveland,H,24,3,4,1,1,0,2,1,2,3,1,3,2,0,1,7
2016-2017 Playoffs Season,6/1/17,JaVale McGee,C,Golden State,Cleveland,H,5.5,2,3,0,0,0,0,3,2,5,1,1,0,0,1,4
2016-2017 Playoffs Season,6/1/17,Shaun Livingston,PG,Golden State,Cleveland,H,15.3,1,5,0,0,0,0,1,1,2,2,1,1,0,0,2
2016-2017 Playoffs Season,6/1/17,David West,PF,Golden State,Cleveland,H,8.1,1,4,0,0,0,0,1,0,1,1,3,0,0,0,2
2016-2017 Playoffs Season,6/1/17,Ian Clark,SG,Golden State,Cleveland,H,18.1,1,4,0,3,2,2,0,1,1,0,0,1,0,0,4
2016-2017 Playoffs Season,6/1/17,James Michael McAdoo,PF,Golden State,Cleveland,H,4.4,1,1,0,0,0,0,0,1,1,0,2,0,0,0,2
2016-2017 Playoffs Season,6/1/17,Patrick McCaw,SG,Golden State,Cleveland,H,3.5,0,2,0,1,0,0,0,3,3,1,0,0,0,0,0
2016-2017 Playoffs Season,6/1/17,Matt Barnes,SF,Golden State,Cleveland,H,2.3,1,2,1,1,0,0,0,0,0,1,0,0,0,0,3
2016-2017 Playoffs Season,6/4/17,LeBron James,SF,Cleveland,Golden State,R,39.4,12,18,1,3,4,5,0,11,11,14,2,3,4,1,29
2016-2017 Playoffs Season,6/4/17,Kevin Love,PF,Cleveland,Golden State,R,30.2,12,23,2,7,1,1,4,3,7,0,3,2,1,0,27
2016-2017 Playoffs Season,6/4/17,Tristan Thompson,C,Cleveland,Golden State,R,21.2,4,7,0,0,0,0,2,2,4,1,2,2,0,0,8
2016-2017 Playoffs Season,6/4/17,JR Smith,SG,Cleveland,Golden State,R,14,0,2,0,2,0,0,1,1,2,0,4,0,1,0,0
2016-2017 Playoffs Season,6/4/17,Kyrie Irving,PG,Cleveland,Golden State,R,40,8,23,2,6,1,2,0,2,2,7,1,2,3,0,19
2016-2017 Playoffs Season,6/4/17,Channing Frye,C,Cleveland,Golden State,R,11.2,1,5,0,1,0,0,0,3,3,1,0,0,0,0,2
2016-2017 Playoffs Season,6/4/17,Richard Jefferson,SF,Cleveland,Golden State,R,13.2,2,3,1,2,2,4,0,1,1,0,3,1,0,0,7
2016-2017 Playoffs Season,6/4/17,Kyle Korver,SG,Cleveland,Golden State,R,23.4,2,4,1,3,3,3,0,0,0,1,0,1,0,0,8
2016-2017 Playoffs Season,6/4/17,Deron Williams,PG,Cleveland,Golden State,R,14.2,0,5,0,2,0,0,1,2,3,3,2,1,0,0,0
2016-2017 Playoffs Season,6/4/17,Iman Shumpert,SG,Cleveland,Golden State,R,21.7,1,6,0,2,4,4,1,3,4,0,1,3,0,0,6
2016-2017 Playoffs Season,6/4/17,Dahntay Jones,SF,Cleveland,Golden State,R,4.1,1,1,0,0,0,0,1,2,3,0,0,0,0,0,2
2016-2017 Playoffs Season,6/4/17,Derrick Williams,SF,Cleveland,Golden State,R,3.8,2,3,1,1,0,0,0,0,0,0,0,0,0,0,5
2016-2017 Playoffs Season,6/4/17,James Jones,SF,Cleveland,Golden State,R,3.8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Playoffs Season,6/4/17,Kevin Durant,SF,Golden State,Cleveland,H,40.7,13,22,4,8,3,3,2,11,13,6,4,3,3,5,33
2016-2017 Playoffs Season,6/4/17,Draymond Green,PF,Golden State,Cleveland,H,24.7,4,8,3,6,1,2,0,6,6,6,5,1,3,0,12
2016-2017 Playoffs Season,6/4/17,Zaza Pachulia,C,Golden State,Cleveland,H,12.7,1,2,0,0,0,0,2,0,2,0,1,0,2,0,2
2016-2017 Playoffs Season,6/4/17,Klay Thompson,SG,Golden State,Cleveland,H,37.1,8,12,4,7,2,3,1,6,7,1,2,0,2,0,22
2016-2017 Playoffs Season,6/4/17,Stephen Curry,PG,Golden State,Cleveland,H,36.3,7,17,4,11,14,14,2,8,10,11,3,1,8,0,32
2016-2017 Playoffs Season,6/4/17,Andre Iguodala,SF,Golden State,Cleveland,H,28.3,2,6,1,4,0,0,1,3,4,5,0,0,1,1,5
2016-2017 Playoffs Season,6/4/17,JaVale McGee,C,Golden State,Cleveland,H,2.8,1,2,0,0,0,0,1,2,3,0,1,0,0,0,2
